CPX-1039	COMPASS complex	S000217927	P	protein alkylation	GO:0008213	protein complex
CPX-1040	SKI complex	S000217929	C	cytoplasm	GO:0005737	protein complex
CPX-1040	SKI complex	S000217929	F	ATP hydrolysis activity	GO:0016887	protein complex
CPX-1040	SKI complex	S000217929	F	RNA binding	GO:0003723	protein complex
CPX-1040	SKI complex	S000217929	F	helicase activity	GO:0004386	protein complex
CPX-1040	SKI complex	S000217929	F	hydrolase activity	GO:0016787	protein complex
CPX-1040	SKI complex	S000217929	F	ion binding	GO:0043167	protein complex
CPX-1040	SKI complex	S000217929	F	isomerase activity	GO:0016853	protein complex
CPX-1040	SKI complex	S000217929	P	RNA catabolic process	GO:0006401	protein complex
CPX-1040	SKI complex	S000217929	P	catabolic process	GO:0009056	protein complex
CPX-1040	SKI complex	S000217929	P	nucleobase-containing compound catabolic process	GO:0034655	protein complex
CPX-1041	DASH complex	S000217930	C	intracellular membraneless organelle	GO:0043232	protein complex
CPX-1041	DASH complex	S000217930	C	mitotic spindle	GO:0072686	protein complex
CPX-1041	DASH complex	S000217930	C	organelle	GO:0043226	protein complex
CPX-1041	DASH complex	S000217930	C	spindle	GO:0005819	protein complex
CPX-1041	DASH complex	S000217930	F	cytoskeletal protein binding	GO:0008092	protein complex
CPX-1041	DASH complex	S000217930	P	regulation of cell cycle	GO:0051726	protein complex
CPX-1042	GAL3-GAL80 transcription regulation complex	S000217649	C	nucleus	GO:0005634	protein complex
CPX-1042	GAL3-GAL80 transcription regulation complex	S000217649	C	organelle	GO:0043226	protein complex
CPX-1042	GAL3-GAL80 transcription regulation complex	S000217649	P	carbohydrate metabolic process	GO:0005975	protein complex
CPX-1042	GAL3-GAL80 transcription regulation complex	S000217649	P	response to chemical	GO:0042221	protein complex
CPX-1042	GAL3-GAL80 transcription regulation complex	S000217649	P	small molecule metabolic process	GO:0044281	protein complex
CPX-1043	GAL1-GAL80 transcription regulation complex	S000217650	C	nucleus	GO:0005634	protein complex
CPX-1043	GAL1-GAL80 transcription regulation complex	S000217650	C	organelle	GO:0043226	protein complex
CPX-1043	GAL1-GAL80 transcription regulation complex	S000217650	P	carbohydrate metabolic process	GO:0005975	protein complex
CPX-1043	GAL1-GAL80 transcription regulation complex	S000217650	P	response to chemical	GO:0042221	protein complex
CPX-1043	GAL1-GAL80 transcription regulation complex	S000217650	P	small molecule metabolic process	GO:0044281	protein complex
CPX-1044	GAL4-GAL80 transcription repressor complex	S000217651	C	nucleus	GO:0005634	protein complex
CPX-1044	GAL4-GAL80 transcription repressor complex	S000217651	C	organelle	GO:0043226	protein complex
CPX-1044	GAL4-GAL80 transcription repressor complex	S000217651	P	carbohydrate metabolic process	GO:0005975	protein complex
CPX-1044	GAL4-GAL80 transcription repressor complex	S000217651	P	response to chemical	GO:0042221	protein complex
CPX-1044	GAL4-GAL80 transcription repressor complex	S000217651	P	small molecule metabolic process	GO:0044281	protein complex
CPX-1045	ERV41-ERV46 retrograde receptor complex	S000217652	C	membrane	GO:0016020	protein complex
CPX-1045	ERV41-ERV46 retrograde receptor complex	S000217652	P	Golgi vesicle transport	GO:0048193	protein complex
CPX-1045	ERV41-ERV46 retrograde receptor complex	S000217652	P	transport	GO:0006810	protein complex
CPX-1045	ERV41-ERV46 retrograde receptor complex	S000217652	P	vesicle-mediated transport	GO:0016192	protein complex
CPX-1047	BUD23-TRM112 methyltransferase complex	S000217653	C	intracellular membraneless organelle	GO:0043232	protein complex
CPX-1047	BUD23-TRM112 methyltransferase complex	S000217653	C	nucleolus	GO:0005730	protein complex
CPX-1047	BUD23-TRM112 methyltransferase complex	S000217653	C	organelle	GO:0043226	protein complex
CPX-1047	BUD23-TRM112 methyltransferase complex	S000217653	F	ion binding	GO:0043167	protein complex
CPX-1047	BUD23-TRM112 methyltransferase complex	S000217653	F	methyltransferase activity	GO:0008168	protein complex
CPX-1047	BUD23-TRM112 methyltransferase complex	S000217653	F	transferase activity	GO:0016740	protein complex
CPX-1047	BUD23-TRM112 methyltransferase complex	S000217653	P	RNA modification	GO:0009451	protein complex
CPX-1047	BUD23-TRM112 methyltransferase complex	S000217653	P	rRNA processing	GO:0006364	protein complex
CPX-1052	TRM9-TRM112 methyltransferase complex	S000217654	C	cytoplasm	GO:0005737	protein complex
CPX-1052	TRM9-TRM112 methyltransferase complex	S000217654	F	RNA binding	GO:0003723	protein complex
CPX-1052	TRM9-TRM112 methyltransferase complex	S000217654	F	methyltransferase activity	GO:0008168	protein complex
CPX-1052	TRM9-TRM112 methyltransferase complex	S000217654	F	transferase activity	GO:0016740	protein complex
CPX-1052	TRM9-TRM112 methyltransferase complex	S000217654	P	RNA modification	GO:0009451	protein complex
CPX-1052	TRM9-TRM112 methyltransferase complex	S000217654	P	tRNA metabolic process	GO:0006399	protein complex
CPX-1052	TRM9-TRM112 methyltransferase complex	S000217654	P	tRNA processing	GO:0008033	protein complex
CPX-1053	Cleavage and polyadenylation specificity factor complex	S000217655	C	nucleus	GO:0005634	protein complex
CPX-1053	Cleavage and polyadenylation specificity factor complex	S000217655	C	organelle	GO:0043226	protein complex
CPX-1053	Cleavage and polyadenylation specificity factor complex	S000217655	F	RNA binding	GO:0003723	protein complex
CPX-1053	Cleavage and polyadenylation specificity factor complex	S000217655	F	hydrolase activity	GO:0016787	protein complex
CPX-1053	Cleavage and polyadenylation specificity factor complex	S000217655	F	ion binding	GO:0043167	protein complex
CPX-1053	Cleavage and polyadenylation specificity factor complex	S000217655	F	nuclease activity	GO:0004518	protein complex
CPX-1053	Cleavage and polyadenylation specificity factor complex	S000217655	F	nucleotidyltransferase activity	GO:0016779	protein complex
CPX-1053	Cleavage and polyadenylation specificity factor complex	S000217655	F	phosphatase activity	GO:0016791	protein complex
CPX-1053	Cleavage and polyadenylation specificity factor complex	S000217655	F	transferase activity	GO:0016740	protein complex
CPX-1053	Cleavage and polyadenylation specificity factor complex	S000217655	P	DNA-templated transcription termination	GO:0006353	protein complex
CPX-1053	Cleavage and polyadenylation specificity factor complex	S000217655	P	biosynthetic process	GO:0009058	protein complex
CPX-1053	Cleavage and polyadenylation specificity factor complex	S000217655	P	mRNA processing	GO:0006397	protein complex
CPX-1068	Importin complex, KAP60-KAP95	S000217656	C	cytosol	GO:0005829	protein complex
CPX-1068	Importin complex, KAP60-KAP95	S000217656	C	nuclear envelope	GO:0005635	protein complex
CPX-1068	Importin complex, KAP60-KAP95	S000217656	F	molecular function	GO:0003674	protein complex
CPX-1068	Importin complex, KAP60-KAP95	S000217656	P	nuclear transport	GO:0051169	protein complex
CPX-1068	Importin complex, KAP60-KAP95	S000217656	P	nucleocytoplasmic transport	GO:0006913	protein complex
CPX-1068	Importin complex, KAP60-KAP95	S000217656	P	transport	GO:0006810	protein complex
CPX-1071	RecQ helicase-Topo III complex	S000217657	F	DNA binding	GO:0003677	protein complex
CPX-1071	RecQ helicase-Topo III complex	S000217657	F	helicase activity	GO:0004386	protein complex
CPX-1071	RecQ helicase-Topo III complex	S000217657	F	isomerase activity	GO:0016853	protein complex
CPX-1071	RecQ helicase-Topo III complex	S000217657	P	DNA damage response	GO:0006974	protein complex
CPX-1071	RecQ helicase-Topo III complex	S000217657	P	DNA metabolic process	GO:0006259	protein complex
CPX-1071	RecQ helicase-Topo III complex	S000217657	P	DNA recombination	GO:0006310	protein complex
CPX-1071	RecQ helicase-Topo III complex	S000217657	P	DNA repair	GO:0006281	protein complex
CPX-1071	RecQ helicase-Topo III complex	S000217657	P	response to stress	GO:0006950	protein complex
CPX-1091	DNA polymerase zeta complex	S000217658	C	mitochondrion	GO:0005739	protein complex
CPX-1091	DNA polymerase zeta complex	S000217658	C	nucleus	GO:0005634	protein complex
CPX-1091	DNA polymerase zeta complex	S000217658	C	organelle	GO:0043226	protein complex
CPX-1091	DNA polymerase zeta complex	S000217658	F	DNA binding	GO:0003677	protein complex
CPX-1091	DNA polymerase zeta complex	S000217658	F	nucleotidyltransferase activity	GO:0016779	protein complex
CPX-1091	DNA polymerase zeta complex	S000217658	F	transferase activity	GO:0016740	protein complex
CPX-1091	DNA polymerase zeta complex	S000217658	P	DNA damage response	GO:0006974	protein complex
CPX-1091	DNA polymerase zeta complex	S000217658	P	DNA metabolic process	GO:0006259	protein complex
CPX-1091	DNA polymerase zeta complex	S000217658	P	DNA repair	GO:0006281	protein complex
CPX-1091	DNA polymerase zeta complex	S000217658	P	biosynthetic process	GO:0009058	protein complex
CPX-1091	DNA polymerase zeta complex	S000217658	P	response to stress	GO:0006950	protein complex
CPX-1101	RNA polymerase I upstream activating factor complex	S000217931	C	nucleus	GO:0005634	protein complex
CPX-1101	RNA polymerase I upstream activating factor complex	S000217931	C	organelle	GO:0043226	protein complex
CPX-1101	RNA polymerase I upstream activating factor complex	S000217931	F	DNA binding	GO:0003677	protein complex
CPX-1101	RNA polymerase I upstream activating factor complex	S000217931	P	DNA-templated transcription	GO:0006351	protein complex
CPX-1101	RNA polymerase I upstream activating factor complex	S000217931	P	biosynthetic process	GO:0009058	protein complex
CPX-1101	RNA polymerase I upstream activating factor complex	S000217931	P	transcription by RNA polymerase I	GO:0006360	protein complex
CPX-1102	Ribonucleoside-diphosphate reductase variant 1	S000217933	C	cytoplasm	GO:0005737	protein complex
CPX-1102	Ribonucleoside-diphosphate reductase variant 1	S000217933	F	ion binding	GO:0043167	protein complex
CPX-1102	Ribonucleoside-diphosphate reductase variant 1	S000217933	F	oxidoreductase activity	GO:0016491	protein complex
CPX-1102	Ribonucleoside-diphosphate reductase variant 1	S000217933	P	biosynthetic process	GO:0009058	protein complex
CPX-1102	Ribonucleoside-diphosphate reductase variant 1	S000217933	P	nucleobase-containing small molecule metabolic process	GO:0055086	protein complex
CPX-1102	Ribonucleoside-diphosphate reductase variant 1	S000217933	P	small molecule metabolic process	GO:0044281	protein complex
CPX-1103	Ribonucleoside-diphosphate reductase variant 2	S000217934	C	cytoplasm	GO:0005737	protein complex
CPX-112	LSM1-7-PAT1 complex	S000217633	C	P-body	GO:0000932	protein complex
CPX-112	LSM1-7-PAT1 complex	S000217633	C	intracellular membraneless organelle	GO:0043232	protein complex
CPX-112	LSM1-7-PAT1 complex	S000217633	C	organelle	GO:0043226	protein complex
CPX-112	LSM1-7-PAT1 complex	S000217633	F	RNA binding	GO:0003723	protein complex
CPX-112	LSM1-7-PAT1 complex	S000217633	F	mRNA binding	GO:0003729	protein complex
CPX-112	LSM1-7-PAT1 complex	S000217633	P	RNA catabolic process	GO:0006401	protein complex
CPX-112	LSM1-7-PAT1 complex	S000217633	P	catabolic process	GO:0009056	protein complex
CPX-112	LSM1-7-PAT1 complex	S000217633	P	nucleobase-containing compound catabolic process	GO:0034655	protein complex
CPX-1125	BUG1-GRH1 complex	S000217589	C	membrane	GO:0016020	protein complex
CPX-1125	BUG1-GRH1 complex	S000217589	P	biological process	GO:0008150	protein complex
CPX-1140	HICS complex	S000217591	C	membrane	GO:0016020	protein complex
CPX-1140	HICS complex	S000217591	C	site of polarized growth	GO:0030427	protein complex
CPX-1140	HICS complex	S000217591	P	biological process	GO:0008150	protein complex
CPX-1141	MOT1-TBP transcription regulation complex	S000217592	C	nucleus	GO:0005634	protein complex
CPX-1141	MOT1-TBP transcription regulation complex	S000217592	C	organelle	GO:0043226	protein complex
CPX-1141	MOT1-TBP transcription regulation complex	S000217592	F	ATP hydrolysis activity	GO:0016887	protein complex
CPX-1141	MOT1-TBP transcription regulation complex	S000217592	F	DNA binding	GO:0003677	protein complex
CPX-1141	MOT1-TBP transcription regulation complex	S000217592	F	hydrolase activity	GO:0016787	protein complex
CPX-1141	MOT1-TBP transcription regulation complex	S000217592	F	ion binding	GO:0043167	protein complex
CPX-1141	MOT1-TBP transcription regulation complex	S000217592	P	biological process	GO:0008150	protein complex
CPX-1142	MEX67-MTR2 mRNA nuclear export factor complex	S000217593	C	nucleus	GO:0005634	protein complex
CPX-1142	MEX67-MTR2 mRNA nuclear export factor complex	S000217593	C	organelle	GO:0043226	protein complex
CPX-1142	MEX67-MTR2 mRNA nuclear export factor complex	S000217593	F	RNA binding	GO:0003723	protein complex
CPX-1142	MEX67-MTR2 mRNA nuclear export factor complex	S000217593	P	nuclear transport	GO:0051169	protein complex
CPX-1142	MEX67-MTR2 mRNA nuclear export factor complex	S000217593	P	nucleobase-containing compound transport	GO:0015931	protein complex
CPX-1142	MEX67-MTR2 mRNA nuclear export factor complex	S000217593	P	nucleocytoplasmic transport	GO:0006913	protein complex
CPX-1142	MEX67-MTR2 mRNA nuclear export factor complex	S000217593	P	ribosomal subunit export from nucleus	GO:0000054	protein complex
CPX-1142	MEX67-MTR2 mRNA nuclear export factor complex	S000217593	P	transport	GO:0006810	protein complex
CPX-1143	General transcription factor TFIIIB complex	S000217594	F	DNA binding	GO:0003677	protein complex
CPX-1143	General transcription factor TFIIIB complex	S000217594	P	cellular component assembly	GO:0022607	protein complex
CPX-1143	General transcription factor TFIIIB complex	S000217594	P	protein-containing complex assembly	GO:0065003	protein complex
CPX-1149	General transcription factor TFIIF complex	S000217595	C	nucleus	GO:0005634	protein complex
CPX-1149	General transcription factor TFIIF complex	S000217595	C	organelle	GO:0043226	protein complex
CPX-1149	General transcription factor TFIIF complex	S000217595	F	DNA binding	GO:0003677	protein complex
CPX-1149	General transcription factor TFIIF complex	S000217595	P	DNA-templated transcription initiation	GO:0006352	protein complex
CPX-1149	General transcription factor TFIIF complex	S000217595	P	biosynthetic process	GO:0009058	protein complex
CPX-1149	General transcription factor TFIIF complex	S000217595	P	cellular component assembly	GO:0022607	protein complex
CPX-1149	General transcription factor TFIIF complex	S000217595	P	protein-containing complex assembly	GO:0065003	protein complex
CPX-1150	SWI/SNF chromatin remodelling complex	S000217596	C	chromatin	GO:0000785	protein complex
CPX-1150	SWI/SNF chromatin remodelling complex	S000217596	F	ATP hydrolysis activity	GO:0016887	protein complex
CPX-1150	SWI/SNF chromatin remodelling complex	S000217596	F	DNA binding	GO:0003677	protein complex
CPX-1150	SWI/SNF chromatin remodelling complex	S000217596	F	hydrolase activity	GO:0016787	protein complex
CPX-1150	SWI/SNF chromatin remodelling complex	S000217596	P	chromatin organization	GO:0006325	protein complex
CPX-1150	SWI/SNF chromatin remodelling complex	S000217596	P	regulation of DNA metabolic process	GO:0051052	protein complex
CPX-1151	N-acetylglutamate synthase NAGS/NAGK complex	S000217597	C	cellular component	GO:0005575	protein complex
CPX-1151	N-acetylglutamate synthase NAGS/NAGK complex	S000217597	F	acyltransferase activity	GO:0016746	protein complex
CPX-1151	N-acetylglutamate synthase NAGS/NAGK complex	S000217597	F	ion binding	GO:0043167	protein complex
CPX-1151	N-acetylglutamate synthase NAGS/NAGK complex	S000217597	F	kinase activity	GO:0016301	protein complex
CPX-1151	N-acetylglutamate synthase NAGS/NAGK complex	S000217597	F	transferase activity	GO:0016740	protein complex
CPX-1151	N-acetylglutamate synthase NAGS/NAGK complex	S000217597	P	amino acid metabolic process	GO:0006520	protein complex
CPX-1151	N-acetylglutamate synthase NAGS/NAGK complex	S000217597	P	biosynthetic process	GO:0009058	protein complex
CPX-1151	N-acetylglutamate synthase NAGS/NAGK complex	S000217597	P	small molecule metabolic process	GO:0044281	protein complex
CPX-1152	ARGR-MCM1 transcription regulation complex	S000217598	C	nucleus	GO:0005634	protein complex
CPX-1152	ARGR-MCM1 transcription regulation complex	S000217598	C	organelle	GO:0043226	protein complex
CPX-1152	ARGR-MCM1 transcription regulation complex	S000217598	F	DNA-binding transcription factor activity	GO:0003700	protein complex
CPX-1152	ARGR-MCM1 transcription regulation complex	S000217598	P	biological process	GO:0008150	protein complex
CPX-1153	BLOC-1 complex	S000217599	C	cytoplasmic vesicle	GO:0031410	protein complex
CPX-1153	BLOC-1 complex	S000217599	C	endosome	GO:0005768	protein complex
CPX-1153	BLOC-1 complex	S000217599	C	organelle	GO:0043226	protein complex
CPX-1153	BLOC-1 complex	S000217599	P	vesicle organization	GO:0016050	protein complex
CPX-1155	CoQ biosynthetic complex	S000217600	C	membrane	GO:0016020	protein complex
CPX-1155	CoQ biosynthetic complex	S000217600	F	methyltransferase activity	GO:0008168	protein complex
CPX-1155	CoQ biosynthetic complex	S000217600	F	oxidoreductase activity	GO:0016491	protein complex
CPX-1155	CoQ biosynthetic complex	S000217600	F	transferase activity	GO:0016740	protein complex
CPX-1155	CoQ biosynthetic complex	S000217600	P	biosynthetic process	GO:0009058	protein complex
CPX-1155	CoQ biosynthetic complex	S000217600	P	small molecule metabolic process	GO:0044281	protein complex
CPX-1156	Central kinetochore CTF19 complex	S000217601	C	intracellular membraneless organelle	GO:0043232	protein complex
CPX-1156	Central kinetochore CTF19 complex	S000217601	C	kinetochore	GO:0000776	protein complex
CPX-1156	Central kinetochore CTF19 complex	S000217601	C	organelle	GO:0043226	protein complex
CPX-1156	Central kinetochore CTF19 complex	S000217601	P	biological process	GO:0008150	protein complex
CPX-1157	CUL8-MMS1-MMS22-ESC4 E3 ubiquitin ligase complex	S000217602	F	DNA binding	GO:0003677	protein complex
CPX-1157	CUL8-MMS1-MMS22-ESC4 E3 ubiquitin ligase complex	S000217602	F	acyltransferase activity	GO:0016746	protein complex
CPX-1157	CUL8-MMS1-MMS22-ESC4 E3 ubiquitin ligase complex	S000217602	F	transferase activity	GO:0016740	protein complex
CPX-1157	CUL8-MMS1-MMS22-ESC4 E3 ubiquitin ligase complex	S000217602	P	cellular component assembly	GO:0022607	protein complex
CPX-1157	CUL8-MMS1-MMS22-ESC4 E3 ubiquitin ligase complex	S000217602	P	chromatin organization	GO:0006325	protein complex
CPX-1157	CUL8-MMS1-MMS22-ESC4 E3 ubiquitin ligase complex	S000217602	P	protein-containing complex assembly	GO:0065003	protein complex
CPX-1162	Fatty-acyl-CoA synthase	S000217935	F	acyltransferase activity	GO:0016746	protein complex
CPX-1162	Fatty-acyl-CoA synthase	S000217935	F	transferase activity	GO:0016740	protein complex
CPX-1162	Fatty-acyl-CoA synthase	S000217935	P	biosynthetic process	GO:0009058	protein complex
CPX-1162	Fatty-acyl-CoA synthase	S000217935	P	lipid metabolic process	GO:0006629	protein complex
CPX-1162	Fatty-acyl-CoA synthase	S000217935	P	monocarboxylic acid metabolic process	GO:0032787	protein complex
CPX-1162	Fatty-acyl-CoA synthase	S000217935	P	small molecule metabolic process	GO:0044281	protein complex
CPX-1165	CUL8-MMS1-MMS22-CTF4 E3 ubiquitin ligase complex	S000217603	F	acyltransferase activity	GO:0016746	protein complex
CPX-1165	CUL8-MMS1-MMS22-CTF4 E3 ubiquitin ligase complex	S000217603	F	transferase activity	GO:0016740	protein complex
CPX-1165	CUL8-MMS1-MMS22-CTF4 E3 ubiquitin ligase complex	S000217603	P	cellular component assembly	GO:0022607	protein complex
CPX-1165	CUL8-MMS1-MMS22-CTF4 E3 ubiquitin ligase complex	S000217603	P	chromatin organization	GO:0006325	protein complex
CPX-1165	CUL8-MMS1-MMS22-CTF4 E3 ubiquitin ligase complex	S000217603	P	protein-containing complex assembly	GO:0065003	protein complex
CPX-1166	CUL8-MMS1-ESC2 E3 ubiquitin ligase complex	S000217604	F	acyltransferase activity	GO:0016746	protein complex
CPX-1166	CUL8-MMS1-ESC2 E3 ubiquitin ligase complex	S000217604	F	transferase activity	GO:0016740	protein complex
CPX-1166	CUL8-MMS1-ESC2 E3 ubiquitin ligase complex	S000217604	P	chromatin organization	GO:0006325	protein complex
CPX-1167	CUL8-MMS1-ORC5 E3 ubiquitin ligase complex	S000217605	F	acyltransferase activity	GO:0016746	protein complex
CPX-1167	CUL8-MMS1-ORC5 E3 ubiquitin ligase complex	S000217605	F	transferase activity	GO:0016740	protein complex
CPX-1167	CUL8-MMS1-ORC5 E3 ubiquitin ligase complex	S000217605	P	regulation of DNA metabolic process	GO:0051052	protein complex
CPX-1178	Cytoplasmic dynein complex	S000217606	C	cell cortex	GO:0005938	protein complex
CPX-1178	Cytoplasmic dynein complex	S000217606	C	cytoplasm	GO:0005737	protein complex
CPX-1178	Cytoplasmic dynein complex	S000217606	F	ATP hydrolysis activity	GO:0016887	protein complex
CPX-1178	Cytoplasmic dynein complex	S000217606	F	hydrolase activity	GO:0016787	protein complex
CPX-1178	Cytoplasmic dynein complex	S000217606	F	ion binding	GO:0043167	protein complex
CPX-1178	Cytoplasmic dynein complex	S000217606	F	isomerase activity	GO:0016853	protein complex
CPX-1178	Cytoplasmic dynein complex	S000217606	P	cytoskeleton organization	GO:0007010	protein complex
CPX-1179	DCS1 decapping scavenger complex	S000217608	C	cellular component	GO:0005575	protein complex
CPX-1179	DCS1 decapping scavenger complex	S000217608	F	RNA binding	GO:0003723	protein complex
CPX-1179	DCS1 decapping scavenger complex	S000217608	F	hydrolase activity	GO:0016787	protein complex
CPX-1179	DCS1 decapping scavenger complex	S000217608	P	RNA catabolic process	GO:0006401	protein complex
CPX-1179	DCS1 decapping scavenger complex	S000217608	P	catabolic process	GO:0009056	protein complex
CPX-1179	DCS1 decapping scavenger complex	S000217608	P	nucleobase-containing compound catabolic process	GO:0034655	protein complex
CPX-1185	DCS1-DCS2 regulator of decapping scavenger complex	S000217609	C	P-body	GO:0000932	protein complex
CPX-1185	DCS1-DCS2 regulator of decapping scavenger complex	S000217609	C	intracellular membraneless organelle	GO:0043232	protein complex
